Acc.No,Acc.Date,Title,Author,Publisher,Callno,price
19708,11-01-2013,PRINCIPLES OF SIGNAL PROCESSING AND LINEAR SYSTEMS,BP LATHI,OXFORD,621.382 2  LAT/PRI 7,550
19709,11-01-2013,PRINCIPLES OF SIGNAL PROCESSING AND LINEAR SYSTEMS,BP LATHI,OXFORD,621.382 2  LAT/PRI 8,550
19710,11-01-2013,CMOS ANALOG CIRCUIT DESIGN,PHILIP E ALLEN,OXFORD,621.392  ALL/CMO 2,550
19711,11-01-2013,CMOS ANALOG CIRCUIT DESIGN,PHILIP E ALLEN,OXFORD,621.392  ALL/CMO 3,550
19712,11-01-2013,CMOS ANALOG CIRCUIT DESIGN,PHILIP E ALLEN,OXFORD,621.392  ALL/CMO 4,550
19713,11-01-2013,CMOS ANALOG CIRCUIT DESIGN,PHILIP E ALLEN,OXFORD,621.392  ALL/CMO 5,550
19714,11-01-2013,COMPUTER ORGANIZATION & ARCHITECTURE DESIGNING FOR PERFORMAN,WILLIAM STALLINGS,PHI,004.2  STA/COM 21,499
19715,11-01-2013,COMPUTER ORGANIZATION & ARCHITECTURE DESIGNING FOR PERFORMAN,WILLIAM STALLINGS,PHI,004.2  STA/COM 22,499
19716,11-01-2013,COMPUTER ORGANIZATION & ARCHITECTURE DESIGNING FOR PERFORMAN,WILLIAM STALLINGS,PHI,004.2  STA/COM 23,499
19717,11-01-2013,COMPUTER ORGANIZATION & ARCHITECTURE DESIGNING FOR PERFORMAN,WILLIAM STALLINGS,PHI,004.2  STA/COM 24,499
19718,11-01-2013,COMPUTER ORGANIZATION & ARCHITECTURE DESIGNING FOR PERFORMAN,WILLIAM STALLINGS,PHI,004.2  STA/COM 25,499
19719,11-01-2013,COMPUTER ORGANIZATION & ARCHITECTURE DESIGNING FOR PERFORMAN,WILLIAM STALLINGS,PHI,004.2  STA/COM 26,499
19720,11-01-2013,COMPUTER ORGANIZATION & ARCHITECTURE DESIGNING FOR PERFORMAN,WILLIAM STALLINGS,PHI,004.2  STA/COM 27,499
19721,11-01-2013,COMPUTER ORGANIZATION & ARCHITECTURE DESIGNING FOR PERFORMAN,WILLIAM STALLINGS,PHI,004.2  STA/COM 28,499
19722,11-01-2013,COMPUTER ORGANIZATION & ARCHITECTURE DESIGNING FOR PERFORMAN,WILLIAM STALLINGS,PHI,004.2  STA/COM 29,499
19723,11-01-2013,COMPUTER ORGANIZATION & ARCHITECTURE DESIGNING FOR PERFORMAN,WILLIAM STALLINGS,PHI,004.2  STA/COM 30,499
19724,11-01-2013,SEMICONDUCTOR DEVICES: MODELLING AND TECHNOLOGY,NANDITA DASGUPTA,PHI,621.381 53  DAS/SEM,250
19725,11-01-2013,SEMICONDUCTOR DEVICES: MODELLING AND TECHNOLOGY,NANDITA DASGUPTA,PHI,621.381 53  DAS/SEM 1,250
19726,11-01-2013,SEMICONDUCTOR DEVICES: MODELLING AND TECHNOLOGY,NANDITA DASGUPTA,PHI,621.381 53  DAS/SEM 2,250
19727,11-01-2013,SEMICONDUCTOR DEVICES: MODELLING AND TECHNOLOGY,NANDITA DASGUPTA,PHI,621.381 53  DAS/SEM 3,250
19728,11-01-2013,COMPUTER ORGANIZATION AND DESIGN,P PAL CHAUDHURI,PHI,004.2  CHA/COM 25,425
19729,11-01-2013,COMPUTER ORGANIZATION AND DESIGN,P PAL CHAUDHURI,PHI,004.2  CHA/COM 26,425
19730,11-01-2013,COMPUTER ORGANIZATION AND DESIGN,P PAL CHAUDHURI,PHI,004.2  CHA/COM 27,425
19731,11-01-2013,COMPUTER ORGANIZATION AND DESIGN,P PAL CHAUDHURI,PHI,004.2  CHA/COM 28,425
19732,11-01-2013,COMPUTER ORGANIZATION AND DESIGN,P PAL CHAUDHURI,PHI,004.2  CHA/COM 29,425
19733,11-01-2013,PRINCIPLES OF RADAR,JC TOOMY,PHI,621.384 8  TOO/PRI 1,250
19734,11-01-2013,PRINCIPLES OF RADAR,JC TOOMY,PHI,621.384 8  TOO/PRI 2,250
19735,11-01-2013,PRINCIPLES OF RADAR,JC TOOMY,PHI,621.384 8  TOO/PRI 3,250
19736,11-01-2013,PRINCIPLES OF RADAR,JC TOOMY,PHI,621.384 8  TOO/PRI 4,250
19737,11-01-2013,PRINCIPLES OF RADAR,JC TOOMY,PHI,621.384 8  TOO/PRI 5,250
19738,11-01-2013,PRINCIPLES OF RADAR,JC TOOMY,PHI,621.384 8  TOO/PRI 6,250
19739,11-01-2013,PRINCIPLES OF RADAR,JC TOOMY,PHI,621.384 8  TOO/PRI 7,250
19740,11-01-2013,IBM PC: ASSEMBLY LANGUAGE AND PROGRAMMING,PETER ABEL,PHI,005.265  ABE/IBM 13,350
19741,11-01-2013,IBM PC: ASSEMBLY LANGUAGE AND PROGRAMMING,PETER ABEL,PHI,005.265  ABE/IBM 14,350
19742,11-01-2013,IBM PC: ASSEMBLY LANGUAGE AND PROGRAMMING,PETER ABEL,PHI,005.265  ABE/IBM 15,350
19743,11-01-2013,IBM PC: ASSEMBLY LANGUAGE AND PROGRAMMING,PETER ABEL,PHI,005.265  ABE/IBM 16,350
19744,11-01-2013,IBM PC: ASSEMBLY LANGUAGE AND PROGRAMMING,PETER ABEL,PHI,005.265  ABE/IBM 17,350
19745,11-01-2013,INTRODUCTION TO DIGITAL SIGNAL PROCESSING,JOHNNY R JOHNSON,PHI,621.380 43  JOH/INT 6,250
19746,11-01-2013,INTRODUCTION TO DIGITAL SIGNAL PROCESSING,JOHNNY R JOHNSON,PHI,621.380 43  JOH/INT 7,250
19747,11-01-2013,INTRODUCTION TO DIGITAL SIGNAL PROCESSING,JOHNNY R JOHNSON,PHI,621.380 43  JOH/INT 8,250
19748,11-01-2013,INTRODUCTION TO DIGITAL SIGNAL PROCESSING,JOHNNY R JOHNSON,PHI,621.380 43  JOH/INT 9,250
19749,11-01-2013,INTRODUCTION TO DIGITAL SIGNAL PROCESSING,JOHNNY R JOHNSON,PHI,621.380 43  JOH/INT 10,250
19750,11-01-2013,INTRODUCTION TO DIGITAL SIGNAL PROCESSING,JOHNNY R JOHNSON,PHI,621.380 43  JOH/INT 11,250
19751,11-01-2013,INTRODUCTION TO DIGITAL SIGNAL PROCESSING,JOHNNY R JOHNSON,PHI,621.380 43  JOH/INT 12,250
19752,11-01-2013,INTRODUCTION TO DIGITAL SIGNAL PROCESSING,JOHNNY R JOHNSON,PHI,621.380 43  JOH/INT 13,250
19753,11-01-2013,INTRODUCTION TO DIGITAL SIGNAL PROCESSING,JOHNNY R JOHNSON,PHI,621.380 43  JOH/INT 14,250
19754,11-01-2013,INTRODUCTION TO DIGITAL SIGNAL PROCESSING,JOHNNY R JOHNSON,PHI,621.380 43  JOH/INT 15,250
19755,11-01-2013,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,RAMAKANT A GAYAKWAD,PHI,621.392  GAY/OPA 36,250
19756,11-01-2013,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,RAMAKANT A GAYAKWAD,PHI,621.392  GAY/OPA 37,250
19757,11-01-2013,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,RAMAKANT A GAYAKWAD,PHI,621.392  GAY/OPA 38,250
19758,11-01-2013,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,RAMAKANT A GAYAKWAD,PHI,621.392  GAY/OPA 39,250
19759,11-01-2013,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,RAMAKANT A GAYAKWAD,PHI,621.392  GAY/OPA 40,250
19760,11-01-2013,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,RAMAKANT A GAYAKWAD,PHI,621.392  GAY/OPA 41,250
19761,11-01-2013,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,RAMAKANT A GAYAKWAD,PHI,621.392  GAY/OPA 42,250
19762,11-01-2013,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,RAMAKANT A GAYAKWAD,PHI,621.392  GAY/OPA 43,250
19763,11-01-2013,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,RAMAKANT A GAYAKWAD,PHI,621.392  GAY/OPA 44,250
19764,11-01-2013,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,RAMAKANT A GAYAKWAD,PHI,621.392  GAY/OPA 45,250
19765,11-01-2013,STRUCTURED COMPUTER ORGANIZATION+CD,ANDREW S TANENBAUM,PEARSON,004.2  TAN/STR 5,410
19766,11-01-2013,STRUCTURED COMPUTER ORGANIZATION+CD,ANDREW S TANENBAUM,PEARSON,004.2  TAN/STR 6,410
19767,11-01-2013,STRUCTURED COMPUTER ORGANIZATION+CD,ANDREW S TANENBAUM,PEARSON,004.2  TAN/STR 7,410
19768,11-01-2013,STRUCTURED COMPUTER ORGANIZATION+CD,ANDREW S TANENBAUM,PEARSON,004.2  TAN/STR 8,410
19769,11-01-2013,STRUCTURED COMPUTER ORGANIZATION+CD,ANDREW S TANENBAUM,PEARSON,004.2  TAN/STR 9,410
19770,11-01-2013,TELECOMMUNICATION SWITCHING SYSTEMS AND NETWORKS,THIAGARAJAN VISWANATHAN,PHI,621.382  VIS/TEL 9,275
19771,11-01-2013,TELECOMMUNICATION SWITCHING SYSTEMS AND NETWORKS,THIAGARAJAN VISWANATHAN,PHI,621.382  VIS/TEL 10,275
19772,11-01-2013,TELECOMMUNICATION SWITCHING SYSTEMS AND NETWORKS,THIAGARAJAN VISWANATHAN,PHI,621.382  VIS/TEL 11,275
19773,11-01-2013,TELECOMMUNICATION SWITCHING SYSTEMS AND NETWORKS,THIAGARAJAN VISWANATHAN,PHI,621.382  VIS/TEL 12,275
19774,11-01-2013,TELECOMMUNICATION SWITCHING SYSTEMS AND NETWORKS,THIAGARAJAN VISWANATHAN,PHI,621.382  VIS/TEL 13,275
19775,11-01-2013,TELECOMMUNICATION SWITCHING SYSTEMS AND NETWORKS,THIAGARAJAN VISWANATHAN,PHI,621.382  VIS/TEL 14,275
19776,11-01-2013,TELECOMMUNICATION SWITCHING SYSTEMS AND NETWORKS,THIAGARAJAN VISWANATHAN,PHI,621.382  VIS/TEL 15,275
19777,11-01-2013,TELECOMMUNICATION SWITCHING SYSTEMS AND NETWORKS,THIAGARAJAN VISWANATHAN,PHI,621.382  VIS/TEL 16,275
19778,11-01-2013,TELECOMMUNICATION SWITCHING SYSTEMS AND NETWORKS,THIAGARAJAN VISWANATHAN,PHI,621.382  VIS/TEL 17,275
19779,11-01-2013,TELECOMMUNICATION SWITCHING SYSTEMS AND NETWORKS,THIAGARAJAN VISWANATHAN,PHI,621.382  VIS/TEL 18,275
19780,11-01-2013,CONTROL SYSTEMS,A ANAND KUMAR,PHI,629.8  KUM/CON 7,350
19781,11-01-2013,CONTROL SYSTEMS,A ANAND KUMAR,PHI,629.8  KUM/CON 8,350
19782,11-01-2013,CONTROL SYSTEMS,A ANAND KUMAR,PHI,629.8  KUM/CON 9,350
19783,11-01-2013,CONTROL SYSTEMS,A ANAND KUMAR,PHI,629.8  KUM/CON 10,350
19784,11-01-2013,CONTROL SYSTEMS,A ANAND KUMAR,PHI,629.8  KUM/CON 11,350
19785,11-01-2013,CONTROL SYSTEMS,A ANAND KUMAR,PHI,629.8  KUM/CON 12,350
19786,11-01-2013,CONTROL SYSTEMS,A ANAND KUMAR,PHI,629.8  KUM/CON 13,350
19787,11-01-2013,CONTROL SYSTEMS,A ANAND KUMAR,PHI,629.8  KUM/CON 14,350
19788,11-01-2013,CONTROL SYSTEMS,A ANAND KUMAR,PHI,629.8  KUM/CON 15,350
19789,11-01-2013,CONTROL SYSTEMS,A ANAND KUMAR,PHI,629.8  KUM/CON 16,350
19790,11-01-2013,DIGITAL INTEGRATED CIRCUITS : A DESIGN PERSPECTIVE,JAN M RABAEY,PHI,621.392  RAB/DIG 6,450
19791,11-01-2013,DIGITAL INTEGRATED CIRCUITS : A DESIGN PERSPECTIVE,JAN M RABAEY,PHI,621.392  RAB/DIG 7,450
19792,11-01-2013,DIGITAL INTEGRATED CIRCUITS : A DESIGN PERSPECTIVE,JAN M RABAEY,PHI,621.392  RAB/DIG 8,450
19793,11-01-2013,DIGITAL INTEGRATED CIRCUITS : A DESIGN PERSPECTIVE,JAN M RABAEY,PHI,621.392  RAB/DIG 9,450
19794,11-01-2013,DIGITAL INTEGRATED CIRCUITS : A DESIGN PERSPECTIVE,JAN M RABAEY,PHI,621.392  RAB/DIG 10,450
19795,11-01-2013,BASIC CIRCUIT THEORY,LAWRENCE P HUELSMAN,PHI,621.381 5  HUE/BAS,395
19796,11-01-2013,BASIC CIRCUIT THEORY,LAWRENCE P HUELSMAN,PHI,621.381 5  HUE/BAS 1,395
19797,11-01-2013,BASIC CIRCUIT THEORY,LAWRENCE P HUELSMAN,PHI,621.381 5  HUE/BAS 2,395
19798,11-01-2013,BASIC CIRCUIT THEORY,LAWRENCE P HUELSMAN,PHI,621.381 5  HUE/BAS 3,395
19799,11-01-2013,BASIC CIRCUIT THEORY,LAWRENCE P HUELSMAN,PHI,621.381 5  HUE/BAS 4,395
19800,11-01-2013,ADVANCED ELECTRONIC COMMUNICATION SYSTEMS,WAYNE TOMASI,PEARSON,621.382  TOM/ADV 8,350
19801,11-01-2013,ADVANCED ELECTRONIC COMMUNICATION SYSTEMS,WAYNE TOMASI,PEARSON,621.382  TOM/ADV 9,350
19802,11-01-2013,ADVANCED ELECTRONIC COMMUNICATION SYSTEMS,WAYNE TOMASI,PEARSON,621.382  TOM/ADV 10,350
19803,11-01-2013,ADVANCED ELECTRONIC COMMUNICATION SYSTEMS,WAYNE TOMASI,PEARSON,621.382  TOM/ADV 11,350
19804,11-01-2013,ADVANCED ELECTRONIC COMMUNICATION SYSTEMS,WAYNE TOMASI,PEARSON,621.382  TOM/ADV 12,350
19805,11-01-2013,ADVANCED ELECTRONIC COMMUNICATION SYSTEMS,WAYNE TOMASI,PEARSON,621.382  TOM/ADV 13,350
19806,11-01-2013,ADVANCED ELECTRONIC COMMUNICATION SYSTEMS,WAYNE TOMASI,PEARSON,621.382  TOM/ADV 14,350
19807,11-01-2013,ADVANCED ELECTRONIC COMMUNICATION SYSTEMS,WAYNE TOMASI,PEARSON,621.382  TOM/ADV 15,350
19808,11-01-2013,ADVANCED ELECTRONIC COMMUNICATION SYSTEMS,WAYNE TOMASI,PEARSON,621.382  TOM/ADV 16,350
19809,11-01-2013,ADVANCED ELECTRONIC COMMUNICATION SYSTEMS,WAYNE TOMASI,PEARSON,621.382  TOM/ADV 17,350
19810,11-01-2013,COMMUNICATION SYSTEMS: ANALOG AND DIGITAL,SANJAY SHARMA,SK KATARIA,621.382  SHA/COM 9,375
19811,11-01-2013,COMMUNICATION SYSTEMS: ANALOG AND DIGITAL,SANJAY SHARMA,SK KATARIA,621.382  SHA/COM 10,375
19812,11-01-2013,SIGNALS AND SYSTEMS,P RAMESH BABU,SCITECH,621.380 431  BAB/SIG 16,475
19813,11-01-2013,SIGNALS AND SYSTEMS,P RAMESH BABU,SCITECH,621.380 431  BAB/SIG 17,475
19814,11-01-2013,SIGNALS AND SYSTEMS,P RAMESH BABU,SCITECH,621.380 431  BAB/SIG 18,475
19815,11-01-2013,SIGNALS AND SYSTEMS,P RAMESH BABU,SCITECH,621.380 431  BAB/SIG 19,475
19816,11-01-2013,SIGNALS AND SYSTEMS,P RAMESH BABU,SCITECH,621.380 431  BAB/SIG 20,475
19817,11-01-2013,SIGNALS AND SYSTEMS,P RAMESH BABU,SCITECH,621.380 431  BAB/SIG 21,475
19818,11-01-2013,SIGNALS AND SYSTEMS,P RAMESH BABU,SCITECH,621.380 431  BAB/SIG 22,475
19819,11-01-2013,SIGNALS AND SYSTEMS,P RAMESH BABU,SCITECH,621.380 431  BAB/SIG 23,475
19820,11-01-2013,SIGNALS AND SYSTEMS,P RAMESH BABU,SCITECH,621.380 431  BAB/SIG 24,475
19821,11-01-2013,SIGNALS AND SYSTEMS,P RAMESH BABU,SCITECH,621.380 431  BAB/SIG 25,475
19822,11-01-2013,DIGITAL PRINCIPLES AND DESIGN,DONALD D GIVONE,TMH,621.39  GIV/DIG 6,499
19823,11-01-2013,DIGITAL PRINCIPLES AND DESIGN,DONALD D GIVONE,TMH,621.39  GIV/DIG 7,499
19824,11-01-2013,DIGITAL PRINCIPLES AND DESIGN,DONALD D GIVONE,TMH,621.39  GIV/DIG 8,499
19825,11-01-2013,DIGITAL PRINCIPLES AND DESIGN,DONALD D GIVONE,TMH,621.39  GIV/DIG 9,499
19826,11-01-2013,DIGITAL PRINCIPLES AND DESIGN,DONALD D GIVONE,TMH,621.39  GIV/DIG 10,499
19827,11-01-2013,DIGITAL PRINCIPLES AND DESIGN,DONALD D GIVONE,TMH,621.39  GIV/DIG 11,499
19828,11-01-2013,DIGITAL PRINCIPLES AND DESIGN,DONALD D GIVONE,TMH,621.39  GIV/DIG 12,499
19829,11-01-2013,DIGITAL PRINCIPLES AND DESIGN,DONALD D GIVONE,TMH,621.39  GIV/DIG 13,499
19830,11-01-2013,DIGITAL PRINCIPLES AND DESIGN,DONALD D GIVONE,TMH,621.39  GIV/DIG 14,499
19831,11-01-2013,DIGITAL PRINCIPLES AND DESIGN,DONALD D GIVONE,TMH,621.39  GIV/DIG 15,499
19832,14-01-2013,ELECTRONIC CIRCUITS: ANALYSIS AND DESIGN,DONALD A NEAMEN,TMH,621.381 5  NEA/ELE 12,640
19833,14-01-2013,ELECTRONIC CIRCUITS: ANALYSIS AND DESIGN,DONALD A NEAMEN,TMH,621.381 5  NEA/ELE 13,640
19834,14-01-2013,ELECTRONIC CIRCUITS: ANALYSIS AND DESIGN,DONALD A NEAMEN,TMH,621.381 5  NEA/ELE 14,640
19835,14-01-2013,ELECTRONIC CIRCUITS: ANALYSIS AND DESIGN,DONALD A NEAMEN,TMH,621.381 5  NEA/ELE 15,640
19836,14-01-2013,ELECTRONIC CIRCUITS: ANALYSIS AND DESIGN,DONALD A NEAMEN,TMH,621.381 5  NEA/ELE 16,640
19837,14-01-2013,COMPUTER ARCHITECTURE,NICHOLAS CARTER,TMH,004.22  CAR/COM 2,410
19838,14-01-2013,COMPUTER ARCHITECTURE,NICHOLAS CARTER,TMH,004.22  CAR/COM 3,410
19839,14-01-2013,COMPUTER ARCHITECTURE,NICHOLAS CARTER,TMH,004.22  CAR/COM 4,410
19840,14-01-2013,COMPUTER ARCHITECTURE,NICHOLAS CARTER,TMH,004.22  CAR/COM 5,410
19841,14-01-2013,COMPUTER ARCHITECTURE,NICHOLAS CARTER,TMH,004.22  CAR/COM 6,410
19842,14-01-2013,PRINCIPLES OF ELECTRONIC COMMUNICATION SYSTEMS,LOUIS E FRENZEL,TMH,621.382  FRE/PRI 7,600
19843,14-01-2013,PRINCIPLES OF ELECTRONIC COMMUNICATION SYSTEMS,LOUIS E FRENZEL,TMH,621.382  FRE/PRI 8,600
19844,14-01-2013,PRINCIPLES OF ELECTRONIC COMMUNICATION SYSTEMS,LOUIS E FRENZEL,TMH,621.382  FRE/PRI 9,600
19845,14-01-2013,PRINCIPLES OF ELECTRONIC COMMUNICATION SYSTEMS,LOUIS E FRENZEL,TMH,621.382  FRE/PRI 10,600
19846,14-01-2013,PRINCIPLES OF ELECTRONIC COMMUNICATION SYSTEMS,LOUIS E FRENZEL,TMH,621.382  FRE/PRI 11,600
19847,14-01-2013,INTRODUCTION TO SEMICONDUCTOR MATERIALS AND DEVICES,MS TYAGI,JOHN WILEY & SONS,621.381 53  TYA/INT 5,539
19848,14-01-2013,INTRODUCTION TO SEMICONDUCTOR MATERIALS AND DEVICES,MS TYAGI,JOHN WILEY & SONS,621.381 53  TYA/INT 6,539
19849,14-01-2013,INTRODUCTION TO SEMICONDUCTOR MATERIALS AND DEVICES,MS TYAGI,JOHN WILEY & SONS,621.381 53  TYA/INT 7,539
19850,14-01-2013,INTRODUCTION TO SEMICONDUCTOR MATERIALS AND DEVICES,MS TYAGI,JOHN WILEY & SONS,621.381 53  TYA/INT 8,539
19851,14-01-2013,INTRODUCTION TO SEMICONDUCTOR MATERIALS AND DEVICES,MS TYAGI,JOHN WILEY & SONS,621.381 53  TYA/INT 9,539
19852,14-01-2013,ANALOG INTEGRATED CIRCUIT DESIGN,DAVID JOHNS,JOHN WILEY,621.392 1  JOH/ANA 1,449
19853,14-01-2013,ANALOG INTEGRATED CIRCUIT DESIGN,DAVID JOHNS,JOHN WILEY,621.392 1  JOH/ANA 2,449
19854,14-01-2013,ANALOG INTEGRATED CIRCUIT DESIGN,DAVID JOHNS,JOHN WILEY,621.392 1  JOH/ANA 3,449
19855,14-01-2013,ANALOG INTEGRATED CIRCUIT DESIGN,DAVID JOHNS,JOHN WILEY,621.392 1  JOH/ANA 4,449
19856,14-01-2013,ANALOG INTEGRATED CIRCUIT DESIGN,DAVID JOHNS,JOHN WILEY,621.392 1  JOH/ANA 5,449
19857,14-01-2013,SIGNALS AND LINEAR SYSTEMS,ROBERT A GABEL,JOHN WILEY,621.380 431  GAB/SIG 5,439
19858,14-01-2013,SIGNALS AND LINEAR SYSTEMS,ROBERT A GABEL,JOHN WILEY,621.380 431  GAB/SIG 6,439
19859,14-01-2013,SIGNALS AND LINEAR SYSTEMS,ROBERT A GABEL,JOHN WILEY,621.380 431  GAB/SIG 7,439
19860,14-01-2013,SIGNALS AND LINEAR SYSTEMS,ROBERT A GABEL,JOHN WILEY,621.380 431  GAB/SIG 8,439
19861,14-01-2013,SIGNALS AND LINEAR SYSTEMS,ROBERT A GABEL,JOHN WILEY,621.380 431  GAB/SIG 9,439
19862,14-01-2013,REAL-TIME SYSTEMS DESIGN AND ANALYSIS,PHILIP A LAPLANTE,JOHN WILEY,004.338 LAP/REAL 3,499
19863,14-01-2013,REAL-TIME SYSTEMS DESIGN AND ANALYSIS,PHILIP A LAPLANTE,JOHN WILEY,004.338 LAP/REAL 4,499
19864,14-01-2013,REAL-TIME SYSTEMS DESIGN AND ANALYSIS,PHILIP A LAPLANTE,JOHN WILEY,004.338 LAP/REAL 5,499
19865,14-01-2013,"CMOS: CIRCUIT DESIGN, LAYOUT, AND SIMULATION",R JACOB BAKER,PHI,621.392  BAK/CMO 7,569
19866,14-01-2013,"CMOS: CIRCUIT DESIGN, LAYOUT, AND SIMULATION",R JACOB BAKER,PHI,621.392  BAK/CMO 8,569
19867,14-01-2013,"CMOS: CIRCUIT DESIGN, LAYOUT, AND SIMULATION",R JACOB BAKER,PHI,621.392  BAK/CMO 9,569
19868,14-01-2013,"CMOS: CIRCUIT DESIGN, LAYOUT, AND SIMULATION",R JACOB BAKER,PHI,621.392  BAK/CMO 10,569
19869,14-01-2013,"CMOS: CIRCUIT DESIGN, LAYOUT, AND SIMULATION",R JACOB BAKER,PHI,621.392  BAK/CMO 11,569
19870,14-01-2013,ANALYSIS AND DESIGN OF ANALOG INTEGRATED CIRCUITS,PAUL R GRAY,JOHN WILEY,621.392 1  GRA/ANA 4,579
19871,14-01-2013,ANALYSIS AND DESIGN OF ANALOG INTEGRATED CIRCUITS,PAUL R GRAY,JOHN WILEY,621.392 1  GRA/ANA 5,579
19872,14-01-2013,ANALYSIS AND DESIGN OF ANALOG INTEGRATED CIRCUITS,PAUL R GRAY,JOHN WILEY,621.392 1  GRA/ANA 6,579
19873,14-01-2013,ANALYSIS AND DESIGN OF ANALOG INTEGRATED CIRCUITS,PAUL R GRAY,JOHN WILEY,621.392 1  GRA/ANA 7,579
19874,14-01-2013,ANALYSIS AND DESIGN OF ANALOG INTEGRATED CIRCUITS,PAUL R GRAY,JOHN WILEY,621.392 1  GRA/ANA 8,579
19875,14-01-2013,ANALYSIS AND DESIGN OF ANALOG INTEGRATED CIRCUITS,PAUL R GRAY,JOHN WILEY,621.392 1  GRA/ANA 9,579
19876,14-01-2013,FUNDAMENTALS OF MICROELECTRONICS,BEHZAD RAZAVI,JOHN WILEY,621.381 7  RAZ/FUN 11,529
19877,14-01-2013,FUNDAMENTALS OF MICROELECTRONICS,BEHZAD RAZAVI,JOHN WILEY,621.381 7  RAZ/FUN 12,529
19878,14-01-2013,FUNDAMENTALS OF MICROELECTRONICS,BEHZAD RAZAVI,JOHN WILEY,621.381 7  RAZ/FUN 13,529
19879,14-01-2013,FUNDAMENTALS OF MICROELECTRONICS,BEHZAD RAZAVI,JOHN WILEY,621.381 7  RAZ/FUN 14,529
19880,14-01-2013,FUNDAMENTALS OF MICROELECTRONICS,BEHZAD RAZAVI,JOHN WILEY,621.381 7  RAZ/FUN 15,529
19881,14-01-2013,MICROWAVE ENGINEERING,KT MATHEW,JOHN WILEY,621.381 3  MAT/MIC 10,429
19882,14-01-2013,MICROWAVE ENGINEERING,KT MATHEW,JOHN WILEY,621.381 3  MAT/MIC 11,429
19883,14-01-2013,MICROWAVE ENGINEERING,KT MATHEW,JOHN WILEY,621.381 3  MAT/MIC 12,429
19884,14-01-2013,MICROWAVE ENGINEERING,KT MATHEW,JOHN WILEY,621.381 3  MAT/MIC 13,429
19885,14-01-2013,MICROWAVE ENGINEERING,KT MATHEW,JOHN WILEY,621.381 3  MAT/MIC 14,429
19886,14-01-2013,MICROWAVE ENGINEERING,KT MATHEW,JOHN WILEY,621.381 3  MAT/MIC 15,429
19887,14-01-2013,MICROWAVE ENGINEERING,KT MATHEW,JOHN WILEY,621.381 3  MAT/MIC 16,429
19888,14-01-2013,MICROWAVE ENGINEERING,KT MATHEW,JOHN WILEY,621.381 3  MAT/MIC 17,429
19889,14-01-2013,MICROWAVE ENGINEERING,KT MATHEW,JOHN WILEY,621.381 3  MAT/MIC 18,429
19890,14-01-2013,MICROWAVE ENGINEERING,KT MATHEW,JOHN WILEY,621.381 3  MAT/MIC 19,429
19891,14-01-2013,OPERATING SYSTEM CONCEPTS,ABRAHAM SILBERSCHATZ,JW,005.43  SIL/OPE 52,529
19892,14-01-2013,OPERATING SYSTEM CONCEPTS,ABRAHAM SILBERSCHATZ,JW,005.43  SIL/OPE 53,529
19893,14-01-2013,OPERATING SYSTEM CONCEPTS,ABRAHAM SILBERSCHATZ,JW,005.43  SIL/OPE 54,529
19894,14-01-2013,OPERATING SYSTEM CONCEPTS,ABRAHAM SILBERSCHATZ,JW,005.43  SIL/OPE 55,529
19895,14-01-2013,MEDICAL INSTRUMENTATION: APPLICATION AND DESIGN,JOHN G WEBSTER,Johm Wiley,610.28  WEB/MED 2,489
19896,14-01-2013,MEDICAL INSTRUMENTATION: APPLICATION AND DESIGN,JOHN G WEBSTER,Johm Wiley,610.28  WEB/MED 3,489
19897,14-01-2013,MEDICAL INSTRUMENTATION: APPLICATION AND DESIGN,JOHN G WEBSTER,Johm Wiley,610.28  WEB/MED 4,489
19898,14-01-2013,MEDICAL INSTRUMENTATION: APPLICATION AND DESIGN,JOHN G WEBSTER,Johm Wiley,610.28  WEB/MED 5,489
19899,14-01-2013,MEDICAL INSTRUMENTATION: APPLICATION AND DESIGN,JOHN G WEBSTER,Johm Wiley,610.28  WEB/MED 6,489
19900,14-01-2013,MEDICAL INSTRUMENTATION: APPLICATION AND DESIGN,JOHN G WEBSTER,Johm Wiley,610.28  WEB/MED 7,489
19901,14-01-2013,MEDICAL INSTRUMENTATION: APPLICATION AND DESIGN,JOHN G WEBSTER,Johm Wiley,610.28  WEB/MED 8,489
19902,14-01-2013,MEDICAL INSTRUMENTATION: APPLICATION AND DESIGN,JOHN G WEBSTER,Johm Wiley,610.28  WEB/MED 9,489
19903,14-01-2013,MEDICAL INSTRUMENTATION: APPLICATION AND DESIGN,JOHN G WEBSTER,Johm Wiley,610.28  WEB/MED 10,489
19904,14-01-2013,MEDICAL INSTRUMENTATION: APPLICATION AND DESIGN,JOHN G WEBSTER,Johm Wiley,610.28  WEB/MED 11,489
19905,14-01-2013,ALGORITHMS FOR VLSI  DESIGN AUTOMATION,SABIH H GEREZ,WILEY,621.392 2  GER/ALG 1,429
